Participant_ID,Country,Partner,Gender,Town,District,Age_Group,Savings_Program,Leadership_Program,Agriculture_Program,Literacy_Program,n_Programs,FFS,FDS,Months_Enough_Food,Months_Insufficient_Food,Business_Plan,Management_Confidence,Sustainable_Ag_Practices,Minimum_Tillage,Soil_Covered,Crop_Rotation,All_Sustainable_Practices,Increased_Yield,Drought_Disease_Resistance,Sustainable_Useful,Literacy_Helped,Increased_Knowledge,Food_Ran_Out,Vegetables,Fruits
694,Mali,aedm,female,Kokolo,Mopti,30_49,yes,no,no,no,1,4,6,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
689,Mali,aedm,female,Pouroly,Mopti,50_plus,yes,no,no,no,1,5,6,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
246,Mali,aedm,male,Kokolo,Mopti,50_plus,no,no,yes,no,1,3,5,11,1,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,no_one,yes_everyone
700,Mali,aedm,female,Tongnon,Mopti,50_plus,yes,no,no,no,1,7,10,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_you
381,Mali,aedm,female,Pouroli,Mopti,30_49,yes,no,yes,no,2,4,7,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
655,Mali,aedm,female,Pouroly,Mopti,under_30,yes,no,no,no,1,5,6,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
276,Mali,aedm,female,Koro/Somanagoro,Mopti,30_49,yes,no,yes,no,2,6,6,10,2,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
259,Mali,aedm,female,Sincarma,Mopti,30_49,no,no,yes,no,1,3,9,11,1,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
169,Mali,aedm,male,Torou,Mopti,50_plus,no,yes,yes,no,2,7,6,11,1,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
260,Mali,aedm,male,Koro Somanagoro,Mopti,30_49,no,no,yes,no,1,6,6,9,3,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
297,Mali,aedm,male,Koro/Torou,Mopti,30_49,no,yes,yes,no,2,6,4,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
524,Mali,aedm,female,Koro/Domnosogou,Mopti,30_49,yes,no,no,no,1,4,5,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
380,Mali,aedm,female,Pouroli,Mopti,30_49,yes,no,yes,no,2,3,5,10,2,has_plan,confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
645,Mali,aedm,male,Tongnon,Mopti,50_plus,no,no,yes,no,1,3,3,9,3,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,yes_you
633,Mali,aedm,female,Golgou,Mopti,50_plus,yes,no,no,no,1,4,5,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
637,Mali,aedm,male,Sincarma,Mopti,50_plus,no,yes,yes,no,2,5,6,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
699,Mali,aedm,female,Yawakanda,Mopti,30_49,yes,yes,no,no,2,6,8,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_you
33,Mali,aedm,female,Yawakanda,Mopti,30_49,no,no,yes,no,1,5,8,10,2,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
38,Mali,aedm,female,Sinacrma,Mopti,50_plus,yes,no,yes,no,2,5,6,10,2,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
507,Mali,aedm,female,Koro/Ourokoun,Mopti,30_49,yes,yes,yes,no,3,7,7,9,3,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
701,Mali,aedm,female,Pouroly,Mopti,50_plus,yes,no,no,no,1,6,7,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_you
514,Mali,aedm,female,Yawakanda,Mopti,30_49,yes,no,no,no,1,3,6,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
280,Mali,aedm,female,Koro/Dominosogou,Mopti,30_49,yes,no,yes,no,2,6,8,8,4,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
72,Mali,aedm,female,Koro/ Somanagoro,Mopti,30_49,yes,no,yes,no,2,5,2,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,no_one,no_one
308,Mali,aedm,female,Koro/Dominosogou,Mopti,30_49,yes,yes,yes,no,3,7,7,10,2,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_you
543,Mali,aedm,female,Golgou,Mopti,30_49,no,no,yes,no,1,4,5,12,0,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
687,Mali,aedm,male,Golgou,Mopti,30_49,no,no,yes,no,1,3,5,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_you
37,Mali,aedm,male,Kokolo,Mopti,30_49,no,no,yes,no,1,5,6,10,2,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_others,no_one
319,Mali,aedm,male,Golgou,Mopti,30_49,no,no,yes,no,1,5,8,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,yes_you
419,Mali,aedm,male,Yawakanda,Mopti,under_30,no,no,yes,no,1,5,6,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,no_one,yes_everyone
348,Mali,aedm,male,Tognon,Mopti,50_plus,no,no,yes,no,1,6,6,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
723,Mali,aedm,female,Koro/Torou,Mopti,50_plus,yes,yes,yes,no,3,4,5,11,1,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
375,Mali,aedm,male,Pouroli,Mopti,30_49,no,no,yes,no,1,4,7,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,yes_you
648,Mali,aedm,male,Tongnon,Mopti,50_plus,no,no,yes,no,1,5,6,11,1,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
66,Mali,aedm,male,Koro/Ourokoun,Mopti,30_49,no,yes,yes,no,2,5,7,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
476,Mali,aedm,male,Koro\Adounakalbe,Mopti,50_plus,no,no,yes,no,1,6,2,12,0,no_plan,confident,1,1,0,1,0,1,0,Useful,NA,1,NA,no_one,no_one
512,Mali,aedm,female,Koro/Adounakanbé,Mopti,30_49,yes,no,yes,no,2,7,9,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
732,Mali,aedm,male,Kokolo,Mopti,30_49,no,no,yes,no,1,5,5,9,3,has_plan,confident,1,1,1,0,0,1,1,Useful,NA,1,NA,yes_others,no_one
19,Mali,aedm,female,Kokolo,Mopti,30_49,yes,no,yes,no,2,3,4,10,2,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
76,Mali,aedm,female,Koro/Domnossogou,Mopti,30_49,yes,no,yes,no,2,5,6,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
46,Mali,aedm,female,Yawakanda,Mopti,30_49,yes,no,yes,no,2,5,5,12,0,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
548,Mali,aedm,female,Golgou,Mopti,30_49,yes,no,no,no,1,7,8,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
55,Mali,aedm,female,Koro/Adounakanbe,Mopti,30_49,yes,no,yes,no,2,5,7,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
522,Mali,aedm,male,Golgou,Mopti,30_49,no,yes,no,no,1,5,6,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
499,Mali,aedm,male,Koro/Adounakanbé,NA,30_49,no,no,yes,no,1,6,10,10,2,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_you
325,Mali,aedm,female,Golgou,Mopti,30_49,yes,no,no,no,1,6,9,11,1,no_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
654,Mali,aedm,male,Pouroly,Mopti,30_49,no,yes,yes,no,2,5,5,11,1,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
334,Mali,aedm,female,Sincarma,Mopti,30_49,no,no,yes,no,1,6,6,12,0,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
58,Mali,aedm,female,Koro/Adounakanbe,Mopti,30_49,yes,no,yes,no,2,5,7,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
222,Mali,aedm,female,Koro/Ourokoun,Mopti,30_49,yes,no,yes,no,2,7,8,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
313,Mali,aedm,female,Koro/Dominosogou,Mopti,30_49,yes,yes,yes,no,3,6,5,10,2,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
272,Mali,aedm,male,Koro/Somanagoro,Mopti,50_plus,no,yes,yes,no,2,7,7,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
708,Mali,aedm,female,Koro\Adounakambe,Mopti,30_49,yes,no,yes,no,2,5,5,12,0,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,1,NA,no_one,yes_everyone
248,Mali,aedm,male,Sinkarma,Mopti,50_plus,no,no,yes,no,1,3,6,10,2,has_plan,confident,1,1,1,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
529,Mali,aedm,male,Koro/Dominosogou,Mopti,50_plus,no,yes,yes,no,2,6,6,12,0,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_others
714,Mali,aedm,female,Koro/Domnosogou,Mopti,30_49,yes,no,yes,no,2,4,4,12,0,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
722,Mali,aedm,male,Koro/Ourokoun,Mopti,30_49,no,no,yes,no,1,6,4,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,no_one,no_one
410,Mali,aedm,male,Sincarma,Mopti,30_49,no,no,yes,no,1,3,6,12,0,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,0,NA,yes_everyone,no_one
307,Mali,aedm,female,Kokolo,Mopti,30_49,yes,no,yes,no,2,5,5,11,1,no_plan,confident,1,1,0,0,0,1,1,Useful,NA,1,NA,no_one,no_one
56,Mali,aedm,female,Koro/Adounakanbe,Mopti,30_49,yes,no,yes,no,2,5,5,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
52,Mali,aedm,female,Koro/Adounakanbe,Mopti,50_plus,yes,no,yes,no,2,4,7,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
237,Mali,aedm,female,Kokolo,Mopti,30_49,yes,no,yes,no,2,3,5,10,2,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,no_one,no_one
404,Mali,aedm,female,Yawakanda,Mopti,30_49,yes,no,yes,no,2,5,6,12,0,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
299,Mali,aedm,male,Koro/Dominosogou,Mopti,30_49,no,yes,yes,no,2,7,9,8,4,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
220,Mali,aedm,female,Koro/Ourokoun,Mopti,30_49,yes,no,yes,no,2,7,10,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_you
495,Mali,aedm,male,Torou,Mopti,30_49,no,no,yes,no,1,6,7,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
733,Mali,aedm,male,Sincarna,Mopti,under_30,no,no,yes,no,1,5,9,10,2,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,yes_others
315,Mali,aedm,male,Golgou,Mopti,50_plus,no,no,yes,no,1,6,7,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
18,Mali,aedm,female,Kokolo,Mopti,30_49,yes,no,yes,no,2,4,2,10,2,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
21,Mali,aedm,female,Kokolo,Mopti,30_49,yes,no,yes,no,2,5,8,9,3,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
34,Mali,aedm,male,Kokolo,Mopti,30_49,no,yes,yes,no,2,5,6,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_others,no_one
251,Mali,aedm,male,Koro/Somanagoro,Mopti,30_49,no,no,yes,no,1,5,6,10,2,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
523,Mali,aedm,female,Koro/Dominosogou,Mopti,under_30,yes,no,yes,no,2,7,5,8,4,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
186,Mali,aedm,female,Torou,Mopti,under_30,yes,no,yes,no,2,7,9,12,0,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
318,Mali,aedm,female,Yawakanda,Mopti,50_plus,yes,no,yes,no,2,4,8,11,1,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
202,Mali,aedm,male,Koro/Adounakanbé,Mopti,30_49,no,yes,yes,no,2,6,8,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
671,Mali,aedm,male,Yawakanda,Mopti,50_plus,no,no,yes,no,1,6,7,11,1,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
408,Mali,aedm,female,Golgou,Mopti,30_49,yes,no,yes,no,2,5,6,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
445,Mali,aedm,male,Marena,Sikasso,50_plus,yes,yes,yes,no,3,6,7,9,3,no_plan,confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
493,Mali,aedm,female,Togno,Mopti,30_49,yes,no,yes,no,2,5,9,11,1,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
338,Mali,aedm,female,Sincarma,Mopti,30_49,no,no,yes,no,1,6,7,10,2,has_plan,confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
20,Mali,aedm,female,Kokolo,Mopti,30_49,yes,no,yes,no,2,5,6,10,2,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
236,Mali,aedm,male,Koro/Ourokoun,Mopti,50_plus,no,yes,yes,no,2,5,7,12,0,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
692,Mali,aedm,female,Pouroly,Mopti,30_49,yes,no,no,no,1,4,6,8,4,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_you
35,Mali,aedm,male,Kokolo,Mopti,50_plus,no,yes,yes,no,2,5,5,11,1,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
274,Mali,aedm,male,Koro/Somanagoro,Mopti,30_49,no,no,yes,no,1,6,4,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
720,Mali,aedm,female,Koro/Somanagoro,Mopti,30_49,yes,no,yes,no,2,4,1,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,no_one,no_one
387,Mali,aedm,male,Yawakanda,Mopti,30_49,no,no,yes,no,1,5,9,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
509,Mali,aedm,female,Koro/Adounakanbé,Mopti,30_49,yes,no,yes,no,2,6,8,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
705,Mali,aedm,male,Koro\Adounakambe,NA,50_plus,no,yes,yes,no,2,6,1,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
291,Mali,aedm,female,Koro/Dominosogou,Mopti,30_49,yes,no,yes,no,2,6,6,10,2,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,yes_you
271,Mali,aedm,male,Kokolo,Mopti,30_49,no,no,yes,no,1,3,7,10,2,no_plan,confident,1,1,1,0,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
538,Mali,aedm,male,Golgou,Mopti,50_plus,no,yes,yes,no,2,4,5,8,4,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
653,Mali,aedm,male,Pouroly,Mopti,30_49,no,no,yes,no,1,3,7,11,1,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
80,Mali,aedm,female,Yawakanda,Mopti,30_49,yes,no,no,no,1,3,7,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
709,Mali,aedm,female,Koro\Ourokoun,Mopti,under_30,yes,no,yes,no,2,3,6,11,1,has_plan,confident,1,1,0,1,0,1,0,Useful,NA,1,NA,no_one,yes_everyone
650,Mali,aedm,female,Tongnon,Mopti,30_49,yes,no,no,no,1,4,6,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
496,Mali,aedm,male,Koro/Adounakanbé,Mopti,30_49,no,no,yes,no,1,6,7,10,2,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_you,no_one
50,Mali,aedm,female,Koro/Torou,Mopti,30_49,yes,no,yes,no,2,6,5,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,no_one,no_one
294,Mali,aedm,female,Koeo/Torou,Mopti,30_49,yes,no,yes,no,2,4,5,10,2,no_plan,confident,1,1,0,1,0,1,0,Useful,NA,1,NA,yes_others,no_one
317,Mali,aedm,female,Yawakadan,Mopti,50_plus,yes,no,yes,no,2,6,10,11,1,no_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,yes_everyone
534,Mali,aedm,male,Torou,Mopti,30_49,no,no,yes,no,1,7,8,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
328,Mali,aedm,female,Golgou,Mopti,30_49,yes,no,no,no,1,5,7,12,0,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_others
335,Mali,aedm,female,Sincarma,Mopti,30_49,no,no,yes,no,1,4,6,12,0,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
24,Mali,aedm,female,Sincarna,Mopti,50_plus,no,no,yes,no,1,5,5,11,1,no_plan,confident,1,0,0,1,0,1,1,NA,NA,1,NA,yes_others,no_one
541,Mali,aedm,male,Golgou,Mopti,50_plus,no,no,yes,no,1,5,5,10,2,has_plan,confident,1,0,1,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
28,Mali,aedm,female,Koro/ Torou,Mopti,30_49,yes,no,yes,no,2,5,3,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
262,Mali,aedm,female,Sincarma,Mopti,50_plus,no,no,yes,no,1,3,8,11,1,no_plan,confident,1,1,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
532,Mali,aedm,male,Koro/Dominosogo,Mopti,50_plus,no,yes,yes,no,2,6,9,9,3,has_plan,confident,1,1,0,1,0,0,1,Useful,NA,1,NA,yes_you,no_one
717,Mali,aedm,male,Koro/ourokoun,Mopti,30_49,no,no,yes,no,1,4,3,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
39,Mali,aedm,female,Tognon,Mopti,30_49,yes,no,yes,no,2,4,5,11,1,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
53,Mali,aedm,female,Koro/Adounakanbe,Mopti,50_plus,yes,no,yes,no,2,6,8,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
659,Mali,aedm,female,Pouroly,Mopti,30_49,yes,no,no,no,1,7,8,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_everyone
521,Mali,aedm,female,Koro/Dominosogou,Mopti,30_49,yes,no,yes,no,2,6,5,12,0,has_plan,confident,1,0,0,1,0,1,1,NA,NA,1,NA,yes_everyone,no_one
316,Mali,aedm,female,Koro/Dominosogou,Mopti,30_49,yes,no,yes,no,2,6,6,12,0,has_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,no_one,no_one
673,Mali,aedm,female,Golgou,Mopti,50_plus,yes,no,no,no,1,3,5,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
67,Mali,aedm,female,Koro/Ourokoun,Mopti,under_30,yes,no,yes,no,2,5,7,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
370,Mali,aedm,male,Pouroli,Mopti,30_49,no,no,yes,no,1,6,6,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,yes_you
703,Mali,aedm,female,Koro/Adounakambe,NA,30_49,yes,no,yes,no,2,4,7,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,no_one,no_one
672,Mali,aedm,male,Yawakanda,Mopti,30_49,no,no,yes,no,1,6,7,10,2,has_plan,confident,1,1,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,yes_you
63,Mali,aedm,female,Koro/Ourokoun,Mopti,30_49,yes,no,yes,no,2,5,6,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,no_one,no_one
47,Mali,aedm,female,Koro/Torou,Mopti,50_plus,yes,no,yes,no,2,4,5,11,1,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
69,Mali,aedm,female,Koro/ Somanagoro,Mopti,30_49,yes,no,yes,no,2,5,5,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
365,Mali,aedm,female,Tognon,Mopti,30_49,yes,no,yes,no,2,4,5,11,1,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
371,Mali,aedm,male,Pouroli,Mopti,30_49,no,no,yes,no,1,3,6,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
643,Mali,aedm,female,Sinkarma,Mopti,30_49,no,no,yes,no,1,4,8,11,1,has_plan,confident,1,0,0,0,0,1,1,Useful,NA,1,NA,yes_everyone,yes_you
252,Mali,aedm,female,Sincarma,Mopti,30_49,no,no,yes,no,1,3,6,10,2,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
295,Mali,aedm,female,Koro/Torou,Mopti,50_plus,yes,no,yes,no,2,3,4,12,0,no_plan,confident,1,1,0,1,0,1,0,Useful,NA,1,NA,yes_everyone,no_one
22,Mali,aedm,male,Sincarma,Mopti,under_30,no,no,yes,no,1,6,7,11,1,no_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
664,Mali,aedm,female,Pouroly,Mopti,under_30,yes,no,no,no,1,4,7,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,yes_everyone
51,Mali,aedm,female,Koro/Adounakambe,Mopti,50_plus,yes,yes,yes,no,3,5,6,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
668,Mali,aedm,female,Pouroly,Mopti,30_49,yes,no,no,no,1,4,5,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
366,Mali,aedm,male,Pouroli,Mopti,30_49,no,yes,yes,no,2,6,9,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
330,Mali,aedm,female,Sincarma,Mopti,50_plus,yes,no,yes,no,2,4,6,10,2,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
62,Mali,aedm,male,Koro/Ourokoun,Mopti,50_plus,no,yes,yes,no,2,5,7,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,yes_everyone,no_one
660,Mali,aedm,female,Pouroly,Mopti,30_49,yes,no,no,no,1,5,5,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
491,Mali,aedm,female,Togno,Mopti,50_plus,yes,no,yes,no,2,4,6,11,1,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
57,Mali,aedm,female,Koro/Adounakambe,Mopti,50_plus,yes,no,yes,no,2,5,6,12,0,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
639,Mali,aedm,female,Sinkarma,Mopti,50_plus,yes,no,no,no,1,3,6,10,2,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,no_one
346,Mali,aedm,male,Tognon,Mopti,50_plus,no,no,yes,no,1,4,4,9,3,has_plan,confident,1,0,1,1,0,1,1,Useful,NA,1,NA,yes_everyone,no_one
721,Mali,aedm,male,Koro\Orokoun,Mopti,50_plus,no,no,yes,no,1,4,4,12,0,has_plan,confident,1,1,1,1,1,1,1,Useful,NA,1,NA,no_one,no_one
32,Mali,aedm,female,Yawakanda,Mopti,30_49,no,no,yes,no,1,4,5,10,2,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
3,Mali,aedm,female,Golgou,Mopti,50_plus,yes,no,no,no,1,4,4,9,3,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_one,no_one
306,Mali,aedm,female,Golgou,Mopti,50_plus,yes,no,no,no,1,7,9,11,1,has_plan,confident,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes_everyone,yes_you
530,Mali,aedm,male,Koro/Dominosogou,Mopti,30_49,no,yes,yes,no,2,6,8,9,3,has_plan,confident,1,1,0,1,0,1,1,Useful,NA,1,NA,yes_you,no_one
43,Mali,aedm,female,Tognon,Mopti,50_plus,yes,no,yes,no,2,3,7,11,1,no_plan,confident,1,0,0,1,0,1,1,Useful,NA,1,NA,yes_others,no_one
